Utility_Name,Fuel_Type,Lat,Lon,Stack_x,Stack_y,percentOutput_plant,percentOutput_utility
United States Coast Guard Puerto Rico,solar,-67.1305,18.498,-121,17,0.000298,0.000298
Puerto Rico Electric Pwr Authority,hydro,-66.73,18.0733,-120.988,17,0.002136,0.017174
Puerto Rico Electric Pwr Authority,hydro,-66.667,18.337,-120.988,17,0.002626,0.017174
Puerto Rico Electric Pwr Authority,hydro,-66.656,18.277,-120.988,17,0.003852,0.017174
Puerto Rico Electric Pwr Authority,hydro,-66.871,18.1105,-120.988,17,0.005952,0.017174
Puerto Rico Electric Pwr Authority,hydro,-65.794,18.268,-120.988,17,0.000875,0.017174
Puerto Rico Electric Pwr Authority,hydro,-66.019,18.017,-120.988,17,0.000245,0.017174
Puerto Rico Electric Pwr Authority,hydro,-66.488,18.1317,-120.988,17,0.001488,0.017174
Oriana Energy LLC,solar,-67.0464,18.475,-120.976,17,0.011695,0.011695
PV Properties; Inc.,solar,-66.6325,18.4264,-120.964,17,0.000175,0.004097
PV Properties; Inc.,solar,-66.35,18.4506,-120.964,17,0.000543,0.004097
PV Properties; Inc.,solar,-66.5789,18.057,-120.964,17,0.00063,0.004097
PV Properties; Inc.,solar,-65.8793,18.3772,-120.964,17,0.000175,0.004097
PV Properties; Inc.,solar,-65.8176,18.3774,-120.964,17,0.00035,0.004097
PV Properties; Inc.,solar,-66.148,17.9635,-120.964,17,0.000473,0.004097
PV Properties; Inc.,solar,-66.5504,18.06,-120.964,17,0.001751,0.004097
Punta Lima Wind Farm; LLC,wind,-65.6952,18.1899,-120.952,17,0.004097,0.004097
San Fermin Solar Farm LLC,solar,-65.9045,18.4115,-120.94,17,0.004832,0.004832
Horizon Energy LLC,solar,-66.2205,17.9793,-120.928,17,0.002644,0.002644
Pattern Operators LP,wind,-66.3932,17.9717,-120.916,17,0.01313,0.455202
Pattern Operators LP,wind,-87.3781,40.6206,-120.916,17,0.026261,0.455202
Pattern Operators LP,wind,-109.4766,45.8658,-120.916,17,0.013953,0.455202
Pattern Operators LP,wind,-94.5181,39.9814,-120.916,17,0.026261,0.455202
Pattern Operators LP,wind,-98.2994,38.8417,-120.916,17,0.035189,0.455202
Pattern Operators LP,wind,-98.6906,31.8225,-120.916,17,0.035032,0.455202
Pattern Operators LP,wind,-97.5994,27.0011,-120.916,17,0.04958,0.455202
Pattern Operators LP,wind,-101.3728,35.4428,-120.916,17,0.03181,0.455202
Pattern Operators LP,wind,-101.2531,35.4275,-120.916,17,0.038165,0.455202
Pattern Operators LP,wind,-103.0922,34.7341,-120.916,17,0.038603,0.455202
Pattern Operators LP,wind,-103.1668,34.727,-120.916,17,0.024965,0.455202
Pattern Operators LP,wind,-103.108,34.7342,-120.916,17,0.03181,0.455202
Pattern Operators LP,wind,-114.4922,39.1042,-120.916,17,0.026261,0.455202
Pattern Operators LP,wind,-116.0447,32.7528,-120.916,17,0.046464,0.455202
Pattern Operators LP,wind,-121.8036,40.8981,-120.916,17,0.017717,0.455202
CEN Juncos Solar LLC,solar,-65.9116,18.2363,-120.904,17,0.0007,0.0007
AES ILUMINA; LLC,solar,-66.1589,17.9475,-120.892,17,0.003064,0.003064
AES Puerto Rico LP,coal,-66.1499,17.9471,-120.88,17,0.079552,0.079552
Fonroche Energy America; Inc.,solar,-65.8223,18.1346,-120.868,17,0.003501,0.003501
X-Elio North America Inc,solar,-66.0924,18.4532,-120.856,17,0.000875,0.01313
X-Elio North America Inc,solar,-81.4348,33.0949,-120.856,17,0.012255,0.01313
Directorate Of Public Works USAG Fort Buchanan,solar,-66.1162,18.4084,-120.844,17,0.00112,0.00112
Citizens Enterprises Corporation,solar,-72.6144,42.0819,-120.832,17,0.000263,0.018522
Citizens Enterprises Corporation,solar,-72.5958,42.1581,-120.832,17,0.00028,0.018522
Citizens Enterprises Corporation,solar,-72.5825,42.1856,-120.832,17,0.000525,0.018522
Citizens Enterprises Corporation,solar,-72.5522,42.1503,-120.832,17,0.00035,0.018522
Citizens Enterprises Corporation,solar,-72.6642,42.0589,-120.832,17,0.000263,0.018522
Citizens Enterprises Corporation,solar,-72.7481,42.1483,-120.832,17,0.000263,0.018522
Citizens Enterprises Corporation,solar,-72.5972,42.093,-120.832,17,0.000315,0.018522
Citizens Enterprises Corporation,solar,-72.4969,42.1486,-120.832,17,0.000613,0.018522
Citizens Enterprises Corporation,solar,-72.6236,42.4461,-120.832,17,0.000263,0.018522
Citizens Enterprises Corporation,solar,-71.625,42.5706,-120.832,17,0.000438,0.018522
Citizens Enterprises Corporation,solar,-71.4465,42.6697,-120.832,17,0.000455,0.018522
Citizens Enterprises Corporation,solar,-70.9602,42.8298,-120.832,17,0.000788,0.018522
Citizens Enterprises Corporation,solar,-70.5986,41.6101,-120.832,17,0.000525,0.018522
Citizens Enterprises Corporation,solar,-71.1505,41.9596,-120.832,17,0.000263,0.018522
Citizens Enterprises Corporation,solar,-71.2425,41.9017,-120.832,17,0.00035,0.018522
Citizens Enterprises Corporation,solar,-75.1772,43.2514,-120.832,17,0.000175,0.018522
Citizens Enterprises Corporation,solar,-75.9273,42.1982,-120.832,17,0.000858,0.018522
Citizens Enterprises Corporation,solar,-76.46,36.22,-120.832,17,0.002836,0.018522
Citizens Enterprises Corporation,solar,-81.9818,32.8207,-120.832,17,0.003449,0.018522
Citizens Enterprises Corporation,solar,-115.4338,33.1917,-120.832,17,0.005252,0.018522
Pioneer Valley Resource Recovery,msw,-72.5917,42.0906,-120.82,17,0.001313,0.001313
Tesla Inc.,solar,-72.4691,42.3769,-120.808,17,0.00077,0.03146
Tesla Inc.,solar,-72.7134,42.3871,-120.808,17,0.000385,0.03146
Tesla Inc.,solar,-71.6041,42.0197,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-71.1829,42.6247,-120.808,17,0.000298,0.03146
Tesla Inc.,solar,-71.2594,42.2767,-120.808,17,0.000525,0.03146
Tesla Inc.,solar,-70.9558,42.0511,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-72.0792,41.3955,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-72.633,41.6432,-120.808,17,0.000525,0.03146
Tesla Inc.,solar,-72.5119,42.015,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-72.1586,41.5706,-120.808,17,0.000438,0.03146
Tesla Inc.,solar,-72.0769,41.3813,-120.808,17,0.000753,0.03146
Tesla Inc.,solar,-72.1225,41.5383,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-72.1225,41.5383,-120.808,17,0.000263,0.03146
Tesla Inc.,solar,-72.1046,41.5769,-120.808,17,0.000753,0.03146
Tesla Inc.,solar,-72.8103,41.2811,-120.808,17,0.000193,0.03146
Tesla Inc.,solar,-74.8259,40.0985,-120.808,17,0.000245,0.03146
Tesla Inc.,solar,-74.262,40.0927,-120.808,17,0.00021,0.03146
Tesla Inc.,solar,-74.3595,41.4049,-120.808,17,0.000263,0.03146
Tesla Inc.,solar,-73.6757,42.835,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-74.0008,42.2948,-120.808,17,0.00028,0.03146
Tesla Inc.,solar,-73.6195,41.8458,-120.808,17,0.000245,0.03146
Tesla Inc.,solar,-74.7081,41.7966,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-76.2241,43.1838,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-76.1301,43.1727,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-76.3432,43.3424,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-76.0642,42.9866,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-76.5157,43.4293,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-75.3713,43.1508,-120.808,17,0.000263,0.03146
Tesla Inc.,solar,-75.9307,42.1047,-120.808,17,0.0007,0.03146
Tesla Inc.,solar,-77.3753,42.3374,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-77.2932,39.2379,-120.808,17,0.000245,0.03146
Tesla Inc.,solar,-76.2013,39.4721,-120.808,17,0.00028,0.03146
Tesla Inc.,solar,-79.393,39.5052,-120.808,17,0.00021,0.03146
Tesla Inc.,solar,-76.0543,39.036,-120.808,17,0.000298,0.03146
Tesla Inc.,solar,-76.0164,39.0317,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-76.0767,39.1995,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-76.0457,38.9404,-120.808,17,0.001751,0.03146
Tesla Inc.,solar,-76.0832,38.9534,-120.808,17,0.000263,0.03146
Tesla Inc.,solar,-77.3498,39.3733,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-75.6901,38.4133,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-73.9568,42.7672,-120.808,17,0.000193,0.03146
Tesla Inc.,solar,-96.4397,42.4585,-120.808,17,0.000403,0.03146
Tesla Inc.,solar,-111.9822,41.099,-120.808,17,0.000228,0.03146
Tesla Inc.,solar,-111.7718,32.8668,-120.808,17,0.00035,0.03146
Tesla Inc.,solar,-111.8924,33.2433,-120.808,17,0.000735,0.03146
Tesla Inc.,solar,-112.3403,33.4098,-120.808,17,0.000315,0.03146
Tesla Inc.,solar,-110.9906,32.1461,-120.808,17,0.000228,0.03146
Tesla Inc.,solar,-110.8633,32.1825,-120.808,17,0.000525,0.03146
Tesla Inc.,solar,-110.8167,32.1665,-120.808,17,0.000193,0.03146
Tesla Inc.,solar,-118.7019,34.1361,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-117.8505,34.0219,-120.808,17,0.000403,0.03146
Tesla Inc.,solar,-117.2996,33.2111,-120.808,17,0.001138,0.03146
Tesla Inc.,solar,-116.1989,33.7087,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-118.1236,34.7003,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-118.1236,34.7003,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-118.1306,34.7083,-120.808,17,0.000263,0.03146
Tesla Inc.,solar,-118.1306,34.7083,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-118.1306,34.7083,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-118.0812,34.6607,-120.808,17,0.000525,0.03146
Tesla Inc.,solar,-118.0589,34.6958,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-117.9736,34.7489,-120.808,17,0.000648,0.03146
Tesla Inc.,solar,-121.7878,36.7211,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-121.1639,38.6436,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-121.173,38.6451,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-121.1626,38.646,-120.808,17,0.00091,0.03146
Tesla Inc.,solar,-121.9478,38.3908,-120.808,17,0.001068,0.03146
Tesla Inc.,solar,-121.4637,38.4486,-120.808,17,0.000613,0.03146
Tesla Inc.,solar,-121.0741,38.6506,-120.808,17,0.000368,0.03146
Tesla Inc.,solar,-121.3979,38.6014,-120.808,17,0.000193,0.03146
Tesla Inc.,solar,-121.4164,38.6436,-120.808,17,0.000175,0.03146
Tesla Inc.,solar,-159.3792,21.9973,-120.808,17,0.004552,0.03146
Tesla Inc.,solar,-122.6632,45.5285,-120.808,17,0.000245,0.03146
Tesla Inc.,solar,-123.3169,44.5735,-120.808,17,0.00021,0.03146
Tesla Inc.,solar,-121.785,42.2542,-120.808,17,0.00035,0.03146
Consolidated Edison Development Inc.,solar,-72.5325,42.3913,-120.796,17,0.0007,0.463185
Consolidated Edison Development Inc.,solar,-72.551,42.2039,-120.796,17,0.000525,0.463185
Consolidated Edison Development Inc.,solar,-72.7106,42.3057,-120.796,17,0.000753,0.463185
Consolidated Edison Development Inc.,solar,-72.7552,42.1756,-120.796,17,0.00035,0.463185
Consolidated Edison Development Inc.,solar,-71.73,42.06,-120.796,17,0.00035,0.463185
Consolidated Edison Development Inc.,solar,-71.6958,42.2661,-120.796,17,0.000438,0.463185
Consolidated Edison Development Inc.,solar,-71.6456,42.1664,-120.796,17,0.000333,0.463185
Consolidated Edison Development Inc.,solar,-71.0372,42.7511,-120.796,17,0.00056,0.463185
Consolidated Edison Development Inc.,solar,-70.9919,42.8331,-120.796,17,0.000263,0.463185
Consolidated Edison Development Inc.,solar,-71.0308,41.6806,-120.796,17,0.00035,0.463185
Consolidated Edison Development Inc.,solar,-70.9744,41.7158,-120.796,17,0.00028,0.463185
Consolidated Edison Development Inc.,solar,-71.71,41.6494,-120.796,17,0.000333,0.463185
Consolidated Edison Development Inc.,solar,-71.787,41.795,-120.796,17,0.00035,0.463185
Consolidated Edison Development Inc.,solar,-74.4044,40.6844,-120.796,17,0.000175,0.463185
Consolidated Edison Development Inc.,solar,-75.3095,39.613,-120.796,17,0.003099,0.463185
Consolidated Edison Development Inc.,solar,-75.0122,40.5217,-120.796,17,0.000525,0.463185
Consolidated Edison Development Inc.,solar,-74.312,40.024,-120.796,17,0.001681,0.463185
Consolidated Edison Development Inc.,solar,-74.8567,40.4839,-120.796,17,0.001383,0.463185
Consolidated Edison Development Inc.,solar,-75.0181,40.4825,-120.796,17,0.001383,0.463185
Consolidated Edison Development Inc.,solar,-74.9769,40.5144,-120.796,17,0.000525,0.463185
Consolidated Edison Development Inc.,solar,-74.9122,40.6758,-120.796,17,0.00035,0.463185
Consolidated Edison Development Inc.,solar,-75.8522,40.8601,-120.796,17,0.001751,0.463185
Consolidated Edison Development Inc.,solar,-75.8466,40.8616,-120.796,17,0.001751,0.463185
Consolidated Edison Development Inc.,wind,-93.2214,43.3847,-120.796,17,0.00028,0.463185
Consolidated Edison Development Inc.,wind,-93.2833,43.2972,-120.796,17,0.00028,0.463185
Consolidated Edison Development Inc.,wind,-92.7241,43.5548,-120.796,17,0.004079,0.463185
Consolidated Edison Development Inc.,wind,-96.0217,43.9028,-120.796,17,0.001751,0.463185
Consolidated Edison Development Inc.,wind,-96.0786,43.9858,-120.796,17,0.001611,0.463185
Consolidated Edison Development Inc.,wind,-97.7414,44.9333,-120.796,17,0.003414,0.463185
Consolidated Edison Development Inc.,wind,-98.922,43.717,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,wind,-100.275,45.7533,-120.796,17,0.017122,0.463185
Consolidated Edison Development Inc.,wind,-98.752,43.719,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,wind,-109.6492,45.8554,-120.796,17,0.004377,0.463185
Consolidated Edison Development Inc.,wind,-99.3231,41.3239,-120.796,17,0.012798,0.463185
Consolidated Edison Development Inc.,solar,-98.2972,29.4792,-120.796,17,0.000963,0.463185
Consolidated Edison Development Inc.,solar,-99.7161,29.2167,-120.796,17,0.017507,0.463185
Consolidated Edison Development Inc.,solar,-100.3839,29.3289,-120.796,17,0.006933,0.463185
Consolidated Edison Development Inc.,solar,-99.5525,33.04,-120.796,17,0.017507,0.463185
Consolidated Edison Development Inc.,solar,-102.2903,31.2418,-120.796,17,0.026261,0.463185
Consolidated Edison Development Inc.,solar,-112.9368,33.3476,-120.796,17,0.026261,0.463185
Consolidated Edison Development Inc.,solar,-112.9114,33.3328,-120.796,17,0.017507,0.463185
Consolidated Edison Development Inc.,solar,-112.904,33.3418,-120.796,17,0.029762,0.463185
Consolidated Edison Development Inc.,solar,-114.9933,35.7881,-120.796,17,0.001751,0.463185
Consolidated Edison Development Inc.,solar,-114.9933,35.7814,-120.796,17,0.008403,0.463185
Consolidated Edison Development Inc.,solar,-114.9754,35.7822,-120.796,17,0.016387,0.463185
Consolidated Edison Development Inc.,solar,-114.9628,35.7864,-120.796,17,0.026961,0.463185
Consolidated Edison Development Inc.,solar,-114.9579,35.8894,-120.796,17,0.044643,0.463185
Consolidated Edison Development Inc.,solar,-115.619,32.676,-120.796,17,0.017507,0.463185
Consolidated Edison Development Inc.,solar,-119.5817,36.1419,-120.796,17,0.003466,0.463185
Consolidated Edison Development Inc.,solar,-119.4625,35.8714,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.4428,35.9025,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.4353,35.8983,-120.796,17,0.008754,0.463185
Consolidated Edison Development Inc.,solar,-119.0461,35.8747,-120.796,17,0.003466,0.463185
Consolidated Edison Development Inc.,solar,-120.1515,35.9963,-120.796,17,0.002766,0.463185
Consolidated Edison Development Inc.,solar,-119.5854,36.1504,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.5733,36.1383,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.0684,35.8563,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.0681,35.8442,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.057,35.8454,-120.796,17,0.002626,0.463185
Consolidated Edison Development Inc.,solar,-119.027,35.8504,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.4597,35.815,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-119.845,35.612,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,wind,-118.2414,35.0083,-120.796,17,0.017857,0.463185
Consolidated Edison Development Inc.,solar,-120.3796,36.5812,-120.796,17,0.035452,0.463185
Consolidated Edison Development Inc.,solar,-120.6676,36.8768,-120.796,17,0.003501,0.463185
Consolidated Edison Development Inc.,solar,-120.879,36.627,-120.796,17,0.02451,0.463185
Sustainable Power Group; LLC,solar,-72.1807,42.419,-120.784,17,0.000333,0.228818
Sustainable Power Group; LLC,solar,-72.0117,42.0909,-120.784,17,0.000333,0.228818
Sustainable Power Group; LLC,solar,-74.6906,39.4375,-120.784,17,0.000228,0.228818
Sustainable Power Group; LLC,solar,-72.7711,40.9281,-120.784,17,0.0007,0.228818
Sustainable Power Group; LLC,solar,-72.7645,40.923,-120.784,17,0.003501,0.228818
Sustainable Power Group; LLC,solar,-72.7633,40.9253,-120.784,17,0.001225,0.228818
Sustainable Power Group; LLC,solar,-72.4403,41.0675,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,solar,-79.7703,35.3839,-120.784,17,0.0007,0.228818
Sustainable Power Group; LLC,solar,-79.5481,35.9911,-120.784,17,0.0007,0.228818
Sustainable Power Group; LLC,solar,-78.1833,35.5764,-120.784,17,0.0007,0.228818
Sustainable Power Group; LLC,solar,-81.7642,35.3194,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-81.33,35.22,-120.784,17,0.000525,0.228818
Sustainable Power Group; LLC,solar,-79.73,35.1,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-79.6364,35.1485,-120.784,17,0.008351,0.228818
Sustainable Power Group; LLC,solar,-79.13,34.52,-120.784,17,0.000525,0.228818
Sustainable Power Group; LLC,solar,-79.1044,34.5244,-120.784,17,0.0007,0.228818
Sustainable Power Group; LLC,solar,-78.04,34.96,-120.784,17,0.00028,0.228818
Sustainable Power Group; LLC,solar,-78.97,34.6,-120.784,17,0.00035,0.228818
Sustainable Power Group; LLC,solar,-78.94,34.5819,-120.784,17,0.000753,0.228818
Sustainable Power Group; LLC,solar,-78.11,35.01,-120.784,17,0.00035,0.228818
Sustainable Power Group; LLC,solar,-78.05,35.01,-120.784,17,0.00035,0.228818
Sustainable Power Group; LLC,solar,-77.9717,34.7581,-120.784,17,0.00028,0.228818
Sustainable Power Group; LLC,solar,-77.78,34.9,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-82.3575,35.3689,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-87.3083,41.5294,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,solar,-85.0439,41.4339,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,solar,-87.1611,41.5022,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,wind,-105.8668,42.7282,-120.784,17,0.014006,0.228818
Sustainable Power Group; LLC,solar,-116.333,43.444,-120.784,17,0.007003,0.228818
Sustainable Power Group; LLC,wind,-109.3684,37.8867,-120.784,17,0.010872,0.228818
Sustainable Power Group; LLC,solar,-111.4303,33.0356,-120.784,17,0.007528,0.228818
Sustainable Power Group; LLC,solar,-117.4569,34.5531,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-117.1919,34.545,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-117.1911,34.5511,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-117.145,34.4969,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-117.4711,34.4978,-120.784,17,0.000875,0.228818
Sustainable Power Group; LLC,solar,-117.4667,34.5011,-120.784,17,0.000875,0.228818
Sustainable Power Group; LLC,solar,-117.3872,34.5128,-120.784,17,0.00028,0.228818
Sustainable Power Group; LLC,solar,-117.3872,34.5114,-120.784,17,0.00028,0.228818
Sustainable Power Group; LLC,solar,-117.3872,34.5094,-120.784,17,0.00028,0.228818
Sustainable Power Group; LLC,solar,-117.3872,34.5081,-120.784,17,0.00028,0.228818
Sustainable Power Group; LLC,solar,-117.3417,34.5822,-120.784,17,0.00035,0.228818
Sustainable Power Group; LLC,solar,-117.3414,34.5844,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-117.3403,34.5833,-120.784,17,0.00035,0.228818
Sustainable Power Group; LLC,solar,-117.0175,33.7672,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,solar,-117.0097,33.7197,-120.784,17,0.000158,0.228818
Sustainable Power Group; LLC,solar,-118.8786,35.3253,-120.784,17,0.004552,0.228818
Sustainable Power Group; LLC,solar,-118.8214,35.3231,-120.784,17,0.002626,0.228818
Sustainable Power Group; LLC,solar,-118.8128,35.3219,-120.784,17,0.002801,0.228818
Sustainable Power Group; LLC,solar,-118.2827,35.0229,-120.784,17,0.003501,0.228818
Sustainable Power Group; LLC,solar,-118.0269,35.2536,-120.784,17,0.008228,0.228818
Sustainable Power Group; LLC,solar,-118.0147,35.2531,-120.784,17,0.008929,0.228818
Sustainable Power Group; LLC,solar,-118.0144,35.2694,-120.784,17,0.008929,0.228818
Sustainable Power Group; LLC,solar,-118.3141,34.6813,-120.784,17,0.003501,0.228818
Sustainable Power Group; LLC,solar,-118.3117,34.6869,-120.784,17,0.000875,0.228818
Sustainable Power Group; LLC,solar,-118.3026,34.6783,-120.784,17,0.003501,0.228818
Sustainable Power Group; LLC,solar,-118.2982,34.6557,-120.784,17,0.014181,0.228818
Sustainable Power Group; LLC,solar,-118.2981,34.6678,-120.784,17,0.003501,0.228818
Sustainable Power Group; LLC,solar,-118.2807,34.6556,-120.784,17,0.008403,0.228818
Sustainable Power Group; LLC,solar,-118.2803,34.7237,-120.784,17,0.017507,0.228818
Sustainable Power Group; LLC,solar,-117.9895,34.688,-120.784,17,0.000525,0.228818
Sustainable Power Group; LLC,solar,-118.3342,34.7036,-120.784,17,0.003151,0.228818
Sustainable Power Group; LLC,solar,-118.3247,34.6817,-120.784,17,0.003326,0.228818
Sustainable Power Group; LLC,solar,-118.3203,34.6889,-120.784,17,0.001751,0.228818
Sustainable Power Group; LLC,solar,-118.3136,34.7321,-120.784,17,0.003326,0.228818
Sustainable Power Group; LLC,solar,-118.313,34.7195,-120.784,17,0.003151,0.228818
Sustainable Power Group; LLC,solar,-118.311,34.7147,-120.784,17,0.003326,0.228818
Sustainable Power Group; LLC,solar,-118.3092,34.745,-120.784,17,0.018382,0.228818
Sustainable Power Group; LLC,solar,-118.3042,34.7303,-120.784,17,0.006828,0.228818
Sustainable Power Group; LLC,solar,-118.3041,34.7369,-120.784,17,0.003501,0.228818
Sustainable Power Group; LLC,solar,-118.3005,34.7205,-120.784,17,0.002976,0.228818
Sustainable Power Group; LLC,solar,-118.2897,34.7231,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-118.2897,34.7231,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-118.2897,34.7231,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-118.2897,34.7231,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,solar,-118.2897,34.7231,-120.784,17,0.001138,0.228818
Sustainable Power Group; LLC,solar,-118.2894,34.7169,-120.784,17,0.000875,0.228818
Sustainable Power Group; LLC,solar,-118.2894,34.7133,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-118.2894,34.7133,-120.784,17,0.000263,0.228818
Sustainable Power Group; LLC,solar,-118.2877,34.6948,-120.784,17,0.003326,0.228818
Sustainable Power Group; LLC,solar,-118.1933,34.7802,-120.784,17,0.000525,0.228818
Sustainable Power Group; LLC,solar,-117.9328,34.5994,-120.784,17,0.000875,0.228818
Sustainable Power Group; LLC,solar,-118.0821,34.655,-120.784,17,0.000525,0.228818
Sustainable Power Group; LLC,solar,-117.9389,34.6131,-120.784,17,0.001576,0.228818
Sustainable Power Group; LLC,solar,-117.9344,34.6136,-120.784,17,0.00035,0.228818
Sustainable Power Group; LLC,solar,-117.931,34.597,-120.784,17,0.000525,0.228818
Sustainable Power Group; LLC,solar,-120.3525,36.5522,-120.784,17,0.001576,0.228818
Sustainable Power Group; LLC,solar,-119.4264,36.5381,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,solar,-120.4321,36.7238,-120.784,17,0.000875,0.228818
Sustainable Power Group; LLC,solar,-120.3249,37.1206,-120.784,17,0.003326,0.228818
Sustainable Power Group; LLC,solar,-121.9664,38.3006,-120.784,17,0.000175,0.228818
Sustainable Power Group; LLC,solar,-122.232,38.1322,-120.784,17,0.001103,0.228818
Sustainable Power Group; LLC,solar,-122.3772,37.9453,-120.784,17,0.001838,0.228818
Barre Solar III LLC,solar,-72.1139,42.4193,-120.772,17,0.000175,0.000175
Barre,landfillgas,-72.1106,42.4192,-120.76,17,0.00014,0.00014
Kearsarge Solar LLC,solar,-72.109,42.362,-120.748,17,0.000263,0.002644
Kearsarge Solar LLC,solar,-72.1027,42.4029,-120.748,17,0.00035,0.002644
Kearsarge Solar LLC,solar,-72.949,42.312,-120.748,17,0.00084,0.002644
Kearsarge Solar LLC,solar,-72.7752,42.0163,-120.748,17,0.000578,0.002644
Kearsarge Solar LLC,solar,-72.045,42.4708,-120.748,17,0.00035,0.002644
Kearsarge Solar LLC,solar,-71.335,42.444,-120.748,17,0.000263,0.002644
Altus Power America Management; LLC,solar,-72.4004,42.2595,-120.736,17,0.000175,0.013393
Altus Power America Management; LLC,solar,-72.4388,42.0447,-120.736,17,0.00056,0.013393
Altus Power America Management; LLC,solar,-73.3638,42.2431,-120.736,17,0.00035,0.013393
Altus Power America Management; LLC,solar,-73.3445,42.2286,-120.736,17,0.000438,0.013393
Altus Power America Management; LLC,solar,-71.6764,42.5417,-120.736,17,0.000175,0.013393
Altus Power America Management; LLC,solar,-71.6259,42.5592,-120.736,17,0.00035,0.013393
Altus Power America Management; LLC,solar,-71.6235,42.5546,-120.736,17,0.00035,0.013393
Altus Power America Management; LLC,solar,-71.3962,42.3007,-120.736,17,0.000228,0.013393
Altus Power America Management; LLC,solar,-71.1333,42.2301,-120.736,17,0.000525,0.013393
Altus Power America Management; LLC,solar,-70.7161,41.9023,-120.736,17,0.000175,0.013393
Altus Power America Management; LLC,solar,-70.5498,41.8027,-120.736,17,0.000438,0.013393
Altus Power America Management; LLC,solar,-70.5319,41.6694,-120.736,17,0.000613,0.013393
Altus Power America Management; LLC,solar,-71.436,41.7992,-120.736,17,0.000228,0.013393
Altus Power America Management; LLC,solar,-75.0439,39.4397,-120.736,17,0.000543,0.013393
Altus Power America Management; LLC,solar,-74.6165,40.0478,-120.736,17,0.001453,0.013393
Altus Power America Management; LLC,solar,-74.5797,40.2058,-120.736,17,0.000858,0.013393
Altus Power America Management; LLC,solar,-74.1856,40.0575,-120.736,17,0.000175,0.013393
